MANDT;MATNR;SPRAS;MAKTX;MAKTG
100;SG234;CS;SEMI233,PD,KANBAN, MTS;SEMI233,PD,KANBAN, MTS
100;SG234;DE;SEMI233, PD, KANBAN, MTS;SEMI233, PD, KANBAN, MTS
100;SG234;EN;SEMI233,PD,KANBAN, MTS;SEMI233,PD,KANBAN, MTS
100;SG234;FR;SEMI233,PD,KANBAN, MTS;SEMI233,PD,KANBAN, MTS
100;SG234;EL;SEMI233,PD,KANBAN, MTS;SEMI233,PD,KANBAN, MTS
100;SG234;HU;SEMI233,PD,KANBAN, MTS;SEMI233,PD,KANBAN, MTS
100;SG234;IT;SEMI233,PD,KANBAN, MTS;SEMI233,PD,KANBAN, MTS
100;SG234;JA;SEMI233、PD、かんばん、MTS;SEMI233、PD、かんばん、MTS
100;SG234;DA;SEMI233,PD,KANBAN, MTS;SEMI233,PD,KANBAN, MTS
100;SG234;PL;SEMI233,PD,KANBAN, MTS;SEMI233,PD,KANBAN, MTS
100;SG234;ZF;SEMI233, PD, KANBAN, MTS;SEMI233, PD, KANBAN, MTS
100;SG234;NL;SEMI233,PD,KANBAN, MTS;SEMI233,PD,KANBAN, MTS
100;SG234;NO;SEMI233,PD,KANBAN, MTS;SEMI233,PD,KANBAN, MTS
100;SG234;PT;SEMI233, PD, KANBAN, MTS;SEMI233, PD, KANBAN, MTS
100;SG234;SK;SEMI233,PD,KANBAN, MTS;SEMI233,PD,KANBAN, MTS
100;SG234;RU;SEMI233,PD,KANBAN, MTS;SEMI233,PD,KANBAN, MTS
100;SG234;ES;SEMI233,PD,KANBAN, MTS;SEMI233,PD,KANBAN, MTS
100;SG234;TR;SEMI233,PD,KANBAN, MTS;SEMI233,PD,KANBAN, MTS
100;SG234;FI;SEMI233,PD,KANBAN, MTS;SEMI233,PD,KANBAN, MTS
100;SG234;SV;SEMI233,PD,KANBAN, MTS;SEMI233,PD,KANBAN, MTS
100;SG234;BG;SEMI233,PD,KANBAN, MTS;SEMI233,PD,KANBAN, MTS
100;SG234;LT;SEMI233,PD,KANBAN, MTS;SEMI233,PD,KANBAN, MTS
100;SG234;LV;SEMI233,PD,KANBAN, MTS;SEMI233,PD,KANBAN, MTS
100;SG234;CA;SEMI233,PD,KANBAN, MTS;SEMI233,PD,KANBAN, MTS
100;SG234;SH;SEMI233,PD,KANBAN, MTS;SEMI233,PD,KANBAN, MTS
100;SG234;HI;SEMI233,PD,KANBAN, MTS;SEMI233,PD,KANBAN, MTS
100;SG234;KK;SEMI233,PD,KANBAN, MTS;SEMI233,PD,KANBAN, MTS
100;SG234;VI;SEMI233,PD,KANBAN, MTS;SEMI233,PD,KANBAN, MTS
100;SG24;ZH;SEMI24，PD，批次先进先出;SEMI24，PD，批次先进先出
100;SG24;TH;SEMI24, PD, FIFO แบทช์;SEMI24, PD, FIFO แบทช์
100;SG24;KO;SEMI24, PD, 배치-FIFO;SEMI24, PD, 배치-FIFO
100;SG24;RO;SEMI24,PD,FIFO lot;SEMI24,PD,FIFO LOT
100;SG24;SL;SEMI24, PD, FIFO šarže;SEMI24, PD, FIFO ŠARŽE
100;SG24;HR;SEMI24, PD, FIFO serije;SEMI24, PD, FIFO SERIJE
100;SG24;MS;SEMI24,PD,Kelompok-Fifo;SEMI24,PD,KELOMPOK-FIFO
100;SG24;UK;SEMI24,PD,Batch-Fifo;SEMI24,PD,BATCH-FIFO
100;SG24;ET;SEMI24, PD, partii - FIFO;SEMI24, PD, PARTII - FIFO
100;SG24;AR;SEMI24،PD،دُفعة-الوارد أولاً يصرف أولاً;SEMI24،PD،دُفعة-الوارد أولاً يصرف أولاً
100;SG24;HE;SEMI24,PD,סדרת-FIFO;SEMI24,PD,סדרת-FIFO
100;SG24;CS;SEMI24,PD,FIFO šarže;SEMI24,PD,FIFO ŠARŽE
100;SG24;DE;SEMI24, PD, FIFO Charge;SEMI24, PD, FIFO CHARGE
100;SG24;EN;Dummy Text;DUMMY TEXT
100;SG24;FR;SEMI24,PD,FIFOparLot;SEMI24,PD,FIFOPARLOT
100;SG24;EL;SEMI24,PD,Παρτίδα-Fifo;SEMI24,PD,ΠΑΡΤΊΔΑ-FIFO
100;SG24;HU;SEMI24,PD,sarzs-Fifo;SEMI24,PD,SARZS-FIFO
100;SG24;IT;SEMI24,PD,FIFO partita;SEMI24,PD,FIFO PARTITA
100;SG24;JA;SEMI24、PD、ロット - FIFO;SEMI24、PD、ロット - FIFO
100;SG24;DA;SEMI24,PD,Batch-FIFO;SEMI24,PD,BATCH-FIFO
100;SG24;PL;SEMI24,PD,FIFO partii;SEMI24,PD,FIFO PARTII
100;SG24;ZF;SEMI24、PD、批次先進先出;SEMI24、PD、批次先進先出
100;SG24;NL;SEMI24,PD,charge FIFO;SEMI24,PD,CHARGE FIFO
100;SG24;NO;SEMI24, PD, batch-FIFO;SEMI24, PD, BATCH-FIFO
100;SG24;PT;SEMI24,PD,FIFO lote;SEMI24,PD,FIFO LOTE
100;SG24;SK;SEMI24,PD,FIFO šarže;SEMI24,PD,FIFO ŠARŽE
100;SG24;RU;SEMI24,PD,FIFO партии;SEMI24,PD,FIFO ПАРТИИ
100;SG24;ES;SEMI24,PD,Fifo lote;SEMI24,PD,FIFO LOTE
100;SG24;TR;SEMI24,PD,FIFO partisi;SEMI24,PD,FIFO PARTISI
100;SG24;FI;SEMI24, PD, erä FIFI;SEMI24, PD, ERÄ FIFI
100;SG24;SV;SEMI24,PD,parti-FIFO;SEMI24,PD,PARTI-FIFO
100;SG24;BG;SEMI24,PD,Fifo партида;SEMI24,PD,FIFO ПАРТИДА
100;SG24;LT;SEMI24,PD,partija FIFO;SEMI24,PD,PARTIJA FIFO
100;SG24;LV;SEMI24,PD,partija FIFO;SEMI24,PD,PARTIJA FIFO
100;SG24;CA;SEMI24,PD, lot Fifo;SEMI24,PD, LOT FIFO
100;SG24;SH;SEMI24,PD,FIFO šarže;SEMI24,PD,FIFO ŠARŽE
100;SG24;HI;SEMI24,PD,बैच-Fifo;SEMI24,PD,बैच-FIFO
100;SG24;KK;SEMI24, PD, FIFO топтамасы;SEMI24, PD, FIFO ТОПТАМАСЫ
100;SG24;VI;SEMI24,PD,lô-Fifo;SEMI24,PD,LÔ-FIFO
100;SG25;ZH;SEMI25，PD，外部采购;SEMI25，PD，外部采购
100;SG25;TH;SEMI25, PD, การจัดหาจากภายนอก;SEMI25, PD, การจัดหาจากภายนอก
100;SG25;KO;SEMI25, PD, 외부 조달;SEMI25, PD, 외부 조달
100;SG25;RO;SEMI25,PD,aprovizionare externă;SEMI25,PD,APROVIZIONARE EXTERNĂ
100;SG25;SL;SEMI25, PD, eksterna nabava;SEMI25, PD, EKSTERNA NABAVA
100;SG25;HR;SEMI25, PD, vanjska nabava;SEMI25, PD, VANJSKA NABAVA
100;SG25;MS;SEMI25,PD,PerolehanLuaran;SEMI25,PD,PEROLEHANLUARAN
100;SG25;UK;SEMI25,PD,ExternalProcurement;SEMI25,PD,EXTERNALPROCUREMENT
100;SG25;ET;SEMI25, PD, väline hange;SEMI25, PD, VÄLINE HANGE
100;SG25;AR;SEMI25،PD،إعداد للشراء خارجي;SEMI25،PD،إعداد للشراء خارجي
100;SG25;HE;SEMI25,PD,רכש חיצוני;SEMI25,PD,רכש חיצוני
100;SG25;CS;SEMI25,PD,externí pořízení;SEMI25,PD,EXTERNÍ POŘÍZENÍ
100;SG25;DE;SEMI25, PD, Fremdbeschaffung;SEMI25, PD, FREMDBESCHAFFUNG
100;SG25;EN;SEMI25,PD,ExternalProcurement;SEMI25,PD,EXTERNALPROCUREMENT
100;SG25;FR;SEMI25,PD,ApprovisionnementExterne;SEMI25,PD,APPROVISIONNEMENTEXTERNE
100;SG25;EL;SEMI25,PD,EξωτερικήΠρομήθεια;SEMI25,PD,EΞΩΤΕΡΙΚΉΠΡΟΜΉΘΕΙΑ
100;SG25;HU;SEMI25,PD,külső beszerzés;SEMI25,PD,KÜLSŐ BESZERZÉS
100;SG25;IT;SEMI25,PD,Approvvigionamento esterno;SEMI25,PD,APPROVVIGIONAMENTO ESTERNO
100;SG25;JA;SEMI25、PD、外部調達;SEMI25、PD、外部調達
100;SG25;DA;SEMI25,PD,EksternAnskaffelse;SEMI25,PD,EKSTERNANSKAFFELSE
100;SG25;PL;SEMI25,PD,nabycie zewnętrzne;SEMI25,PD,NABYCIE ZEWNĘTRZNE
100;SG25;ZF;SEMI25、PD、外部採購;SEMI25、PD、外部採購
100;SG25;NL;SEMI25,PD, externe verwerving;SEMI25,PD, EXTERNE VERWERVING
100;SG25;NO;SEMI25, PD, ekstern anskaffelse;SEMI25, PD, EKSTERN ANSKAFFELSE
100;SG25;PT;SEMI25,PD,suprimento externo;SEMI25,PD,SUPRIMENTO EXTERNO
100;SG25;SK;SEMI25,PD,externé obstaranie;SEMI25,PD,EXTERNÉ OBSTARANIE
100;SG25;RU;SEMI25,PD,заготовка на стороне;SEMI25,PD,ЗАГОТОВКА НА СТОРОНЕ
100;SG25;ES;SEMI25,PD,AprovisionamientoExterno;SEMI25,PD,APROVISIONAMIENTOEXTERNO
100;SG25;TR;SEMI25,PD,dışarıdan tedarik;SEMI25,PD,DIŞARIDAN TEDARIK
100;SG25;FI;SEMI25, PD, ulkoinen hankinta;SEMI25, PD, ULKOINEN HANKINTA
100;SG25;SV;SEMI25,PD,extern anskaffning;SEMI25,PD,EXTERN ANSKAFFNING
100;SG25;BG;SEMI25,PD,външно снабдяване;SEMI25,PD,ВЪНШНО СНАБДЯВАНЕ
100;SG25;LT;SEMI25,PD,išorinis įsigijimas;SEMI25,PD,IŠORINIS ĮSIGIJIMAS
100;SG25;LV;SEMI25,PD, ārējā sagāde;SEMI25,PD, ĀRĒJĀ SAGĀDE
100;SG25;CA;SEMI25,PD, aprovisionament extern;SEMI25,PD, APROVISIONAMENT EXTERN
100;SG25;SH;SEMI25,PD,eksterna nabavka;SEMI25,PD,EKSTERNA NABAVKA
100;SG25;HI;SEMI25,PD,बाहरी अधिप्राप्ति;SEMI25,PD,बाहरी अधिप्राप्ति
100;SG25;KK;SEMI25, PD, сырттай дайындау;SEMI25, PD, СЫРТТАЙ ДАЙЫНДАУ
100;SG25;VI;SEMI25,PD,thu mua bên ngoài;SEMI25,PD,THU MUA BÊN NGOÀI
100;SG26;ZH;SEMI26,PD,转包;SEMI26,PD,转包
100;SG26;TH;SEMI26, PD, การรับเหมาช่วง;SEMI26, PD, การรับเหมาช่วง
100;SG26;KO;SEMI26, PD, 외주;SEMI26, PD, 외주
100;SG26;RO;SEMI26,PD,subcontractare;SEMI26,PD,SUBCONTRACTARE
100;SG26;SL;SEMI26, PD, kooperacija;SEMI26, PD, KOOPERACIJA
100;SG26;HR;SEMI26, PD, podugovaranje;SEMI26, PD, PODUGOVARANJE
100;SG26;MS;SEMI26,PD,Subkontrak;SEMI26,PD,SUBKONTRAK
100;SG26;UK;SEMI26, PD, субпідряд;SEMI26, PD, СУБПІДРЯД
100;SG26;ET;SEMI26,PD,allhange;SEMI26,PD,ALLHANGE
100;SG26;AR;SEMI26،احتمال تخلف عن التزام،تعاقدم.باطن;SEMI26،احتمال تخلف عن التزام،تعاقدم.باطن
100;SG26;HE;SEMI26, PD, קבלנות משנה;SEMI26, PD, קבלנות משנה
100;SG26;CS;SEMI26,PD,práce ve mzdě;SEMI26,PD,PRÁCE VE MZDĚ
100;SG26;DE;SEMI26,PD, Lohnbearbeitung;SEMI26,PD, LOHNBEARBEITUNG
100;SG26;EN;SEMI26,PD,Subcontracting;SEMI26,PD,SUBCONTRACTING
100;SG26;FR;SEMI26,PD,sous-traitance;SEMI26,PD,SOUS-TRAITANCE
100;SG26;EL;SEMI26,PD,Υπεργολαβία;SEMI26,PD,ΥΠΕΡΓΟΛΑΒΊΑ
100;SG26;HU;SEMI26,PD,bérfeldolgozás;SEMI26,PD,BÉRFELDOLGOZÁS
100;SG26;IT;SEMI26,PD,Lavorazione esterna;SEMI26,PD,LAVORAZIONE ESTERNA
100;SG26;JA;SEMI26、PD、外注;SEMI26、PD、外注
100;SG26;DA;SEMI26,PD,lønforarbejdning;SEMI26,PD,LØNFORARBEJDNING
100;SG26;PL;SEMI26,PD,podwykonawstwo;SEMI26,PD,PODWYKONAWSTWO
100;SG26;ZF;SEMI26、付款分配、分包;SEMI26、付款分配、分包
100;SG26;NL;SEMI26,PD,loonbewerking;SEMI26,PD,LOONBEWERKING
100;SG26;NO;SEMI26,PD, leieproduksjon;SEMI26,PD, LEIEPRODUKSJON
100;SG26;PT;SEMI26,PD,subcontratação;SEMI26,PD,SUBCONTRATAÇÃO
100;SG26;SK;SEMI26,PD,práca za mzdu;SEMI26,PD,PRÁCA ZA MZDU
100;SG26;RU;SEMI26,PD,ОбрДавМат;SEMI26,PD,ОБРДАВМАТ
100;SG26;ES;SEMI26,PD,subcontratación;SEMI26,PD,SUBCONTRATACIÓN
100;SG26;TR;SEMI26,PD,fason üretim;SEMI26,PD,FASON ÜRETIM
100;SG26;FI;SEMI26,PD,alihankinta;SEMI26,PD,ALIHANKINTA
100;SG26;SV;SEMI26,PD,legobearbetning;SEMI26,PD,LEGOBEARBETNING
100;SG26;BG;SEMI26,PD, подизпълнение;SEMI26,PD, ПОДИЗПЪЛНЕНИЕ
100;SG26;LT;SEMI26,PD,subranga;SEMI26,PD,SUBRANGA
100;SG26;LV;SEMI26,PD,apakšuzņēmēja izmantošana;SEMI26,PD,APAKŠUZŅĒMĒJA IZMANTOŠANA
100;SG26;CA;SEMI26, PD, subcontractació;SEMI26, PD, SUBCONTRACTACIÓ
100;SG26;SH;SEMI26,PD,podugovaranje;SEMI26,PD,PODUGOVARANJE
100;SG26;HI;SEMI26,PD,सबसंविदाकार;SEMI26,PD,सबसंविदाकार
100;SG26;KK;SEMI26, PD, қосалқы мердігерлік;SEMI26, PD, ҚОСАЛҚЫ МЕРДІГЕРЛІК
100;SG26;VI;SEMI26,PD,thầu phụ;SEMI26,PD,THẦU PHỤ
100;SG27;ZH;SEMI27,PD,转包;SEMI27,PD,转包
100;SG27;TH;SEMI27,PD,การรับเหมาช่วง;SEMI27,PD,การรับเหมาช่วง
100;SG27;KO;SEMI27,PD,외주;SEMI27,PD,외주
100;SG27;RO;SEMI27,PD,subcontractare;SEMI27,PD,SUBCONTRACTARE
100;SG27;SL;SEMI27, PD, kooperacija;SEMI27, PD, KOOPERACIJA
100;SG27;HR;SEMI27, PD, podugovaranje;SEMI27, PD, PODUGOVARANJE
100;SG27;MS;SEMI27,PD,Subkontrak;SEMI27,PD,SUBKONTRAK
100;SG27;UK;SEMI27, PD, субпідряд;SEMI27, PD, СУБПІДРЯД
100;SG27;ET;SEMI27,PD,allhange;SEMI27,PD,ALLHANGE
100;SG27;AR;SEMI27،PD، تعاقد من الباطن;SEMI27،PD، تعاقد من الباطن
100;SG27;HE;SEMI27,PD,קבלנות משנה;SEMI27,PD,קבלנות משנה
100;SG27;CS;SEMI27,PD,práce ve mzdě;SEMI27,PD,PRÁCE VE MZDĚ
100;SG27;DE;SEMI27, PD, Lohnbearbeitung;SEMI27, PD, LOHNBEARBEITUNG
100;SG27;EN;SEMI27,PD,Subcontracting;SEMI27,PD,SUBCONTRACTING
100;SG27;FR;SEMI27,PD,Sous-traitance;SEMI27,PD,SOUS-TRAITANCE
100;SG27;EL;SEMI27,PD,Υπεργολαβία;SEMI27,PD,ΥΠΕΡΓΟΛΑΒΊΑ
100;SG27;HU;SEMI27,PD,bérfeldolgozás;SEMI27,PD,BÉRFELDOLGOZÁS
100;SG27;IT;SEMI27,PD,lavorazione esterna;SEMI27,PD,LAVORAZIONE ESTERNA
100;SG27;JA;SEMI27、PD、外注;SEMI27、PD、外注
100;SG27;DA;SEMI27,PD,lønforarbejdning;SEMI27,PD,LØNFORARBEJDNING
100;SG27;PL;SEMI27,PD,podwykonawstwo;SEMI27,PD,PODWYKONAWSTWO
100;SG27;ZF;SEMI27、PD、分包;SEMI27、PD、分包
100;SG27;NL;SEMI27, PD, loonbewerking;SEMI27, PD, LOONBEWERKING
100;SG27;NO;SEMI27, PD, leieproduksjon;SEMI27, PD, LEIEPRODUKSJON
100;SG27;PT;SEMI27,PD,subcontratação;SEMI27,PD,SUBCONTRATAÇÃO
100;SG27;SK;SEMI27,PD,práca za mzdu;SEMI27,PD,PRÁCA ZA MZDU
100;SG27;RU;SEMI27,PD,ОбрДавМат;SEMI27,PD,ОБРДАВМАТ
100;SG27;ES;SEMI27,PD,subcontratación;SEMI27,PD,SUBCONTRATACIÓN
100;SG27;TR;SEMI27,PD,fason üretim;SEMI27,PD,FASON ÜRETIM
100;SG27;FI;SEMI27,PD,Alihankinta;SEMI27,PD,ALIHANKINTA
100;SG27;SV;SEMI27,PD,legobearbetning;SEMI27,PD,LEGOBEARBETNING
100;SG27;BG;SEMI27, PD, договор с подизпълнител;SEMI27, PD, ДОГОВОР С ПОДИЗПЪЛНИТЕЛ
100;SG27;LT;SEMI27,PD,subranga;SEMI27,PD,SUBRANGA
100;SG27;LV;SEMI27, PD, apakšuzņēmēja izmantošana;SEMI27, PD, APAKŠUZŅĒMĒJA IZMANTOŠANA
100;SG27;CA;SEMI27,PD,Subcontract.;SEMI27,PD,SUBCONTRACT.
100;SG27;SH;SEMI27,PD,podugovaranje;SEMI27,PD,PODUGOVARANJE
100;SG27;HI;SEMI27,PD,उप-ठेकेदारी;SEMI27,PD,उप-ठेकेदारी
100;SG27;KK;SEMI27, PD, қосалқы мердігерлік;SEMI27, PD, ҚОСАЛҚЫ МЕРДІГЕРЛІК
100;SG27;VI;SEMI27,PD,thầu phụ;SEMI27,PD,THẦU PHỤ
100;SG29;ZH;SEM29,PD,QM;SEM29,PD,QM
100;SG29;TH;SEM29,PD,QM;SEM29,PD,QM
100;SG29;KO;SEM29,PD,QM;SEM29,PD,QM
100;SG29;RO;SEM29,PD,QM;SEM29,PD,QM
100;SG29;SL;SEM29,PD,QM;SEM29,PD,QM
100;SG29;HR;SEM29,PD,QM;SEM29,PD,QM
100;SG29;MS;SEM29,PD,QM;SEM29,PD,QM
100;SG29;UK;SEM29,PD,QM;SEM29,PD,QM
100;SG29;ET;SEM29,PD,QM;SEM29,PD,QM
100;SG29;AR;SEM29، ‏PD، ‏QM;SEM29، ‏PD، ‏QM
100;SG29;HE;SEM29,PD,QM;SEM29,PD,QM
100;SG29;CS;SEM29,PD,QM;SEM29,PD,QM
100;SG29;DE;SEM29,PD,QM;SEM29,PD,QM
100;SG29;EN;SEM29,PD,QM;SEM29,PD,QM
100;SG29;FR;SEM29,PD,QM;SEM29,PD,QM
100;SG29;EL;SEM29,PD,QM;SEM29,PD,QM
100;SG29;HU;SEM29,PD,QM;SEM29,PD,QM
100;SG29;IT;SEM29,PD,QM;SEM29,PD,QM
100;SG29;JA;SEM29、PD、QM;SEM29、PD、QM
100;SG29;DA;SEM29,PD,QM;SEM29,PD,QM
100;SG29;PL;SEM29,PD,QM;SEM29,PD,QM
100;SG29;ZF;SEM29,PD,QM;SEM29,PD,QM
100;SG29;NL;SEM29,PD,QM;SEM29,PD,QM
100;SG29;NO;SEM29,PD,QM;SEM29,PD,QM
100;SG29;PT;SEM29,PD,QM;SEM29,PD,QM
100;SG29;SK;SEM29,PD,QM;SEM29,PD,QM
100;SG29;RU;SEM29,PD,QM;SEM29,PD,QM
100;SG29;ES;SEM29,PD,QM;SEM29,PD,QM
100;SG29;TR;SEM29,PD,QM;SEM29,PD,QM
100;SG29;FI;SEM29,PD,QM;SEM29,PD,QM
100;SG29;SV;SEM29,PD,QM;SEM29,PD,QM
100;SG29;BG;SEM29,PD,QM;SEM29,PD,QM
100;SG29;LT;SEM29,PD,QM;SEM29,PD,QM
100;SG29;LV;SEM29,PD,QM;SEM29,PD,QM
100;SG29;CA;SEM29,PD,QM;SEM29,PD,QM
100;SG29;SH;SEM29,PD,QM;SEM29,PD,QM
100;SG29;HI;SEM29,PD,QM;SEM29,PD,QM
100;SG29;KK;SEM29,PD,QM;SEM29,PD,QM
100;SG29;VI;SEM29,PD,QM;SEM29,PD,QM
100;SG2_CP;ZH;CP-SG2，墨水瓶;CP-SG2，墨水瓶
100;SG2_CP;TH;CP-SG2, บรรจุขวดหมึก;CP-SG2, บรรจุขวดหมึก
100;SG2_CP;KO;CP-SG2, 잉크병;CP-SG2, 잉크병
100;SG2_CP;RO;CP-SG2, tuş îmbuteliat;CP-SG2, TUŞ ÎMBUTELIAT
100;SG2_CP;SL;CP-SG2, črnilo v steklenici;CP-SG2, ČRNILO V STEKLENICI
100;SG2_CP;HR;CP-SG2, tinta u boci;CP-SG2, TINTA U BOCI
100;SG2_CP;MS;CP-SG2, Dakwat Botol;CP-SG2, DAKWAT BOTOL
100;SG2_CP;UK;CP-SG2, чорнило, розлите в бутилку;CP-SG2, ЧОРНИЛО, РОЗЛИТЕ В БУТИЛКУ
100;SG2_CP;ET;CP-SG2, pudelisse villitud tint;CP-SG2, PUDELISSE VILLITUD TINT
100;SG2_CP;AR;CP-SG2، حبر معبأ في زجاجة;CP-SG2، حبر معبأ في زجاجة
100;SG2_CP;HE;CP-SG2, דיו בבקבוק;CP-SG2, דיו בבקבוק
100;SG2_CP;CS;CP-SG2, inkoust v lahvičkách;CP-SG2, INKOUST V LAHVIČKÁCH
100;SG2_CP;DE;CP-SG2, abgefüllte Tinte;CP-SG2, ABGEFÜLLTE TINTE
100;SG2_CP;EN;CP-SG2, Ink Bottled;CP-SG2, INK BOTTLED
100;SG2_CP;FR;CP-SG2, encre en bouteille;CP-SG2, ENCRE EN BOUTEILLE
100;SG2_CP;EL;CP-SG2, Εμφιαλωμένο Μελάνι;CP-SG2, ΕΜΦΙΑΛΩΜΈΝΟ ΜΕΛΆΝΙ
100;SG2_CP;HU;CP-SG2, palackozott tinta;CP-SG2, PALACKOZOTT TINTA
100;SG2_CP;IT;CP-SG2, inchiostro in bottiglia;CP-SG2, INCHIOSTRO IN BOTTIGLIA
100;SG2_CP;JA;CP-SG2、瓶詰めインク;CP-SG2、瓶詰めインク
100;SG2_CP;DA;CP-SG2, blæk på flaske;CP-SG2, BLÆK PÅ FLASKE
100;SG2_CP;PL;CP-SG2, Tusz butelkowany;CP-SG2, TUSZ BUTELKOWANY
100;SG2_CP;ZF;CP-SG2，裝瓶墨水;CP-SG2，裝瓶墨水
100;SG2_CP;NL;CP-SG2, fles met inkt;CP-SG2, FLES MET INKT
100;SG2_CP;NO;CP-SG2, blekk på flaske;CP-SG2, BLEKK PÅ FLASKE
100;SG2_CP;PT;CP-SG2, tinta em garrafa;CP-SG2, TINTA EM GARRAFA
100;SG2_CP;SK;CP-SG2, atrament vo fľaši;CP-SG2, ATRAMENT VO FĽAŠI
100;SG2_CP;RU;CP-SG2, чернила в бутылке;CP-SG2, ЧЕРНИЛА В БУТЫЛКЕ
100;SG2_CP;ES;CP-SG2, tinta embotellada;CP-SG2, TINTA EMBOTELLADA
100;SG2_CP;TR;CP-SG2, şişelenmiş mürekkep;CP-SG2, ŞIŞELENMIŞ MÜREKKEP
100;SG2_CP;FI;CP-SG2, muste, pullotettu;CP-SG2, MUSTE, PULLOTETTU
100;SG2_CP;SV;CP-SG2, bläck på flaska;CP-SG2, BLÄCK PÅ FLASKA
100;SG2_CP;BG;CP-SG2, Бутилирано мастило;CP-SG2, БУТИЛИРАНО МАСТИЛО
100;SG2_CP;LT;CP-SG2, rašalo buteliukas;CP-SG2, RAŠALO BUTELIUKAS
100;SG2_CP;LV;CP-SG2, tintes pudele;CP-SG2, TINTES PUDELE
100;SG2_CP;CA;CP-SG2, tinta envasada;CP-SG2, TINTA ENVASADA
100;SG2_CP;SH;CP-SG2, mastilo u boci;CP-SG2, MASTILO U BOCI
100;SG2_CP;HI;CP-SG2, इंक की बोतल;CP-SG2, इंक की बोतल
100;SG2_CP;KK;CP-SG2, бөтелкедегі сия;CP-SG2, БӨТЕЛКЕДЕГІ СИЯ
100;SG2_CP;VI;CP-SG2, mực đóng lọ;CP-SG2, MỰC ĐÓNG LỌ
100;SG325A;ZH;SEMI325A，PLM，PD，外部采购;SEMI325A，PLM，PD，外部采购
100;SG325A;TH;SEMI325A, PLM, PD, การจัดหาจากภายนอก;SEMI325A, PLM, PD, การจัดหาจากภายนอก
100;SG325A;KO;SEMI325A, PLM, PD, 외부 조달;SEMI325A, PLM, PD, 외부 조달
100;SG325A;RO;SEMI325A,PLM,PD,aprovizionare externă;SEMI325A,PLM,PD,APROVIZIONARE EXTERNĂ
100;SG325A;SL;SEMI325A, PLM, PD, eksterna nabava;SEMI325A, PLM, PD, EKSTERNA NABAVA
100;SG325A;HR;SEMI325A, PLM, PD, vanjska nabava;SEMI325A, PLM, PD, VANJSKA NABAVA
100;SG325A;MS;SEMI325A,PLM,PD,PerolehanLuaran;SEMI325A,PLM,PD,PEROLEHANLUARAN
100;SG325A;UK;SEMI325A,PLM,PD,ExternalProcurement;SEMI325A,PLM,PD,EXTERNALPROCUREMENT
100;SG325A;ET;SEMI325A, PLM, PD, väline hange;SEMI325A, PLM, PD, VÄLINE HANGE
100;SG325A;AR;SEMI325A،PLM،PD،إعداد للشراء خارجي;SEMI325A،PLM،PD،إعداد للشراء خارجي
100;SG325A;HE;SEMI325A,PLM,PD, רכש חיצוני;SEMI325A,PLM,PD, רכש חיצוני
100;SG325A;CS;SEMI325A,PLM,PD,externí pořízení;SEMI325A,PLM,PD,EXTERNÍ POŘÍZENÍ
100;SG325A;DE;SEMI325A, PLM, PD, Fremdbeschaffung;SEMI325A, PLM, PD, FREMDBESCHAFFUNG
100;SG325A;EN;SEMI325A,PLM,PD,ExternalProcurement;SEMI325A,PLM,PD,EXTERNALPROCUREMENT
100;SG325A;FR;SEMI325A,PLM,PD,ApprovisionnementExterne;SEMI325A,PLM,PD,APPROVISIONNEMENTEXTERNE
100;SG325A;EL;SEMI325A,PLM,PD,EξωτερικήΠρομήθεια;SEMI325A,PLM,PD,EΞΩΤΕΡΙΚΉΠΡΟΜΉΘΕΙΑ
100;SG325A;HU;SEMI325A,PLM,PD,külső beszerzés;SEMI325A,PLM,PD,KÜLSŐ BESZERZÉS
100;SG325A;IT;SEMI325A,PLM,PD,Approvv. esterno;SEMI325A,PLM,PD,APPROVV. ESTERNO
100;SG325A;JA;SEMI325A、PLM、PD、外部調達;SEMI325A、PLM、PD、外部調達
100;SG325A;DA;SEMI325A,PLM,PD,EksternAnskaffelse;SEMI325A,PLM,PD,EKSTERNANSKAFFELSE
100;SG325A;PL;SEMI325A,PLM,PD,nabycie zewnętrzne;SEMI325A,PLM,PD,NABYCIE ZEWNĘTRZNE
100;SG325A;ZF;SEMI325A、PLM、PD、外部採購;SEMI325A、PLM、PD、外部採購
100;SG325A;NL;SEMI325A,PLM,PD,externe verwerving;SEMI325A,PLM,PD,EXTERNE VERWERVING
100;SG325A;NO;SEMI325A, PLM, PD, ekstern anskaffelse;SEMI325A, PLM, PD, EKSTERN ANSKAFFELSE
100;SG325A;PT;SEMI325A,PLM,PD,suprimento externo;SEMI325A,PLM,PD,SUPRIMENTO EXTERNO
100;SG325A;SK;SEMI325A,PLM,PD,externé obstaranie;SEMI325A,PLM,PD,EXTERNÉ OBSTARANIE
100;SG325A;RU;SEMI325A,PLM,PD,заготовка на стороне;SEMI325A,PLM,PD,ЗАГОТОВКА НА СТОРОНЕ
100;SG325A;ES;SEMI325A,PLM,PD,AprovisionamientoExterno;SEMI325A,PLM,PD,APROVISIONAMIENTOEXTERNO
100;SG325A;TR;SEMI325A,PLM,PD,dışarıdan tedarik;SEMI325A,PLM,PD,DIŞARIDAN TEDARIK
100;SG325A;FI;SEMI325A, PLM, PD, ulkoinen hankinta;SEMI325A, PLM, PD, ULKOINEN HANKINTA
